group_var,ep_id,ep_country,ep_main_act,ep_clustered,activity_uuid_product_uuid,multi_match,completion
gold-.-netherlands-.-retailer,09feb137fd5e58ac9131bff6c66ba2e70260bf8c,netherlands,retailer,gold,9638dc2f-c08a-5433-8075-7dba2b6f640d_e09971fb-f77e-48a3-99a8-4feba6a59bb4,False,high
gold-.-france-.-distributor,09feb137fd5e58ac9131bff6c66ba2e70260bf8c,france,distributor,gold,9638dc2f-c08a-5433-8075-7dba2b6f640d_e09971fb-f77e-48a3-99a8-4feba6a59bb4,False,high
gold-.-france-.-wholesaler,09feb137fd5e58ac9131bff6c66ba2e70260bf8c,france,wholesaler,gold,9638dc2f-c08a-5433-8075-7dba2b6f640d_e09971fb-f77e-48a3-99a8-4feba6a59bb4,False,high
gold-.-france-.-agent/ representative,09feb137fd5e58ac9131bff6c66ba2e70260bf8c,france,agent/ representative,gold,9638dc2f-c08a-5433-8075-7dba2b6f640d_e09971fb-f77e-48a3-99a8-4feba6a59bb4,False,high
gold-.-france-.-retailer,09feb137fd5e58ac9131bff6c66ba2e70260bf8c,france,retailer,gold,9638dc2f-c08a-5433-8075-7dba2b6f640d_e09971fb-f77e-48a3-99a8-4feba6a59bb4,False,high
"fabrics, coated-.-austria-.-manufacturer/ producer",8ae001b0d0b88f0760d541cbbae809ddddb17f40,austria,manufacturer/ producer,"fabrics, coated",515c2227-b8e9-5b19-bc72-4f3141754d3c_328db9f7-c0d6-4598-b071-d67dd31974f8,False,medium
"fabrics, coated-.-germany-.-manufacturer/ producer",8ae001b0d0b88f0760d541cbbae809ddddb17f40,germany,manufacturer/ producer,"fabrics, coated",515c2227-b8e9-5b19-bc72-4f3141754d3c_328db9f7-c0d6-4598-b071-d67dd31974f8,False,medium
"fabrics, coated-.-germany-.-distributor",8ae001b0d0b88f0760d541cbbae809ddddb17f40,germany,distributor,"fabrics, coated",fdd5e49b-f5bc-55f5-a86a-d5d74aaee231_328db9f7-c0d6-4598-b071-d67dd31974f8,False,medium
"fabrics, coated-.-germany-.-wholesaler",8ae001b0d0b88f0760d541cbbae809ddddb17f40,germany,wholesaler,"fabrics, coated",fdd5e49b-f5bc-55f5-a86a-d5d74aaee231_328db9f7-c0d6-4598-b071-d67dd31974f8,False,medium
"fabrics, coated-.-austria-.-distributor",8ae001b0d0b88f0760d541cbbae809ddddb17f40,austria,distributor,"fabrics, coated",fdd5e49b-f5bc-55f5-a86a-d5d74aaee231_328db9f7-c0d6-4598-b071-d67dd31974f8,False,medium
"fabrics, coated-.-austria-.-wholesaler",8ae001b0d0b88f0760d541cbbae809ddddb17f40,austria,wholesaler,"fabrics, coated",fdd5e49b-f5bc-55f5-a86a-d5d74aaee231_328db9f7-c0d6-4598-b071-d67dd31974f8,False,medium
"fabrics, nonwoven-.-austria-.-manufacturer/ producer",b1a386ce16c9bc5e060761fce54e841512f09d89,austria,manufacturer/ producer,"fabrics, nonwoven",515c2227-b8e9-5b19-bc72-4f3141754d3c_328db9f7-c0d6-4598-b071-d67dd31974f8,False,medium
"fabrics, nonwoven-.-france-.-manufacturer/ producer",b1a386ce16c9bc5e060761fce54e841512f09d89,france,manufacturer/ producer,"fabrics, nonwoven",515c2227-b8e9-5b19-bc72-4f3141754d3c_328db9f7-c0d6-4598-b071-d67dd31974f8,False,medium
"fabrics, nonwoven-.-germany-.-manufacturer/ producer",b1a386ce16c9bc5e060761fce54e841512f09d89,germany,manufacturer/ producer,"fabrics, nonwoven",515c2227-b8e9-5b19-bc72-4f3141754d3c_328db9f7-c0d6-4598-b071-d67dd31974f8,False,medium
"fabrics, nonwoven-.-netherlands-.-manufacturer/ producer",b1a386ce16c9bc5e060761fce54e841512f09d89,netherlands,manufacturer/ producer,"fabrics, nonwoven",515c2227-b8e9-5b19-bc72-4f3141754d3c_328db9f7-c0d6-4598-b071-d67dd31974f8,False,medium
"fabrics, nonwoven-.-spain-.-manufacturer/ producer",b1a386ce16c9bc5e060761fce54e841512f09d89,spain,manufacturer/ producer,"fabrics, nonwoven",515c2227-b8e9-5b19-bc72-4f3141754d3c_328db9f7-c0d6-4598-b071-d67dd31974f8,False,medium
"fabrics, nonwoven-.-austria-.-wholesaler",b1a386ce16c9bc5e060761fce54e841512f09d89,austria,wholesaler,"fabrics, nonwoven",fdd5e49b-f5bc-55f5-a86a-d5d74aaee231_328db9f7-c0d6-4598-b071-d67dd31974f8,False,medium
"fabrics, nonwoven-.-netherlands-.-wholesaler",b1a386ce16c9bc5e060761fce54e841512f09d89,netherlands,wholesaler,"fabrics, nonwoven",fdd5e49b-f5bc-55f5-a86a-d5d74aaee231_328db9f7-c0d6-4598-b071-d67dd31974f8,False,medium
"clay, expanded - products-.-austria-.-manufacturer/ producer",9d541775513eff28c01bc773d963fe6baa2cb0a9,austria,manufacturer/ producer,"clay, expanded - products",2d99ed27-923f-5c55-b066-a91859fd329a_6968a565-8132-49c4-b3ff-1d0865af0fdc,False,high
"clay, expanded - products-.-germany-.-manufacturer/ producer",9d541775513eff28c01bc773d963fe6baa2cb0a9,germany,manufacturer/ producer,"clay, expanded - products",6c22c4fe-b82d-5298-be72-6195a8d549a0_6968a565-8132-49c4-b3ff-1d0865af0fdc,False,high
textiles spinning-.-austria-.-manufacturer/ producer,019d2105de1dbad8f1212736c2b36227aa8d25ea,austria,manufacturer/ producer,textiles spinning,1014b312-d50e-59f4-a989-70e244c1296d_6c8d3210-303e-4897-b8c0-2258cb6552f2,False,medium
textiles spinning-.-france-.-manufacturer/ producer,019d2105de1dbad8f1212736c2b36227aa8d25ea,france,manufacturer/ producer,textiles spinning,1014b312-d50e-59f4-a989-70e244c1296d_6c8d3210-303e-4897-b8c0-2258cb6552f2,False,medium
textiles spinning-.-germany-.-manufacturer/ producer,019d2105de1dbad8f1212736c2b36227aa8d25ea,germany,manufacturer/ producer,textiles spinning,1014b312-d50e-59f4-a989-70e244c1296d_6c8d3210-303e-4897-b8c0-2258cb6552f2,False,medium
textiles spinning-.-spain-.-manufacturer/ producer,019d2105de1dbad8f1212736c2b36227aa8d25ea,spain,manufacturer/ producer,textiles spinning,1014b312-d50e-59f4-a989-70e244c1296d_6c8d3210-303e-4897-b8c0-2258cb6552f2,False,medium
textiles spinning-.-germany-.-wholesaler,019d2105de1dbad8f1212736c2b36227aa8d25ea,germany,wholesaler,textiles spinning,7f09cfff-e0ba-547b-bd8b-78f94cae7de6_6c8d3210-303e-4897-b8c0-2258cb6552f2,False,medium
textiles spinning-.-germany-.-distributor,019d2105de1dbad8f1212736c2b36227aa8d25ea,germany,distributor,textiles spinning,7f09cfff-e0ba-547b-bd8b-78f94cae7de6_6c8d3210-303e-4897-b8c0-2258cb6552f2,False,medium
textiles spinning-.-germany-.-retailer,019d2105de1dbad8f1212736c2b36227aa8d25ea,germany,retailer,textiles spinning,7f09cfff-e0ba-547b-bd8b-78f94cae7de6_6c8d3210-303e-4897-b8c0-2258cb6552f2,False,medium
textiles spinning-.-austria-.-wholesaler,019d2105de1dbad8f1212736c2b36227aa8d25ea,austria,wholesaler,textiles spinning,7f09cfff-e0ba-547b-bd8b-78f94cae7de6_6c8d3210-303e-4897-b8c0-2258cb6552f2,False,medium
textiles spinning-.-austria-.-distributor,019d2105de1dbad8f1212736c2b36227aa8d25ea,austria,distributor,textiles spinning,7f09cfff-e0ba-547b-bd8b-78f94cae7de6_6c8d3210-303e-4897-b8c0-2258cb6552f2,False,medium
textiles spinning-.-spain-.-distributor,019d2105de1dbad8f1212736c2b36227aa8d25ea,spain,distributor,textiles spinning,7f09cfff-e0ba-547b-bd8b-78f94cae7de6_6c8d3210-303e-4897-b8c0-2258cb6552f2,False,medium
textiles spinning-.-spain-.-wholesaler,019d2105de1dbad8f1212736c2b36227aa8d25ea,spain,wholesaler,textiles spinning,7f09cfff-e0ba-547b-bd8b-78f94cae7de6_6c8d3210-303e-4897-b8c0-2258cb6552f2,False,medium
textiles spinning-.-france-.-wholesaler,019d2105de1dbad8f1212736c2b36227aa8d25ea,france,wholesaler,textiles spinning,7f09cfff-e0ba-547b-bd8b-78f94cae7de6_6c8d3210-303e-4897-b8c0-2258cb6552f2,False,medium
bamboo-.-austria-.-manufacturer/ producer,51bc3d3dcff50930d590ef7ae6596904a2b68a5c,austria,manufacturer/ producer,bamboo,7b7193af-b391-5bd6-8489-b9eb68003293_f31957b8-d8b1-4a37-8044-5c15c3440857,False,medium
bamboo-.-france-.-manufacturer/ producer,51bc3d3dcff50930d590ef7ae6596904a2b68a5c,france,manufacturer/ producer,bamboo,7b7193af-b391-5bd6-8489-b9eb68003293_f31957b8-d8b1-4a37-8044-5c15c3440857,False,medium
bamboo-.-germany-.-manufacturer/ producer,51bc3d3dcff50930d590ef7ae6596904a2b68a5c,germany,manufacturer/ producer,bamboo,7b7193af-b391-5bd6-8489-b9eb68003293_f31957b8-d8b1-4a37-8044-5c15c3440857,False,medium
bamboo-.-netherlands-.-manufacturer/ producer,51bc3d3dcff50930d590ef7ae6596904a2b68a5c,netherlands,manufacturer/ producer,bamboo,7b7193af-b391-5bd6-8489-b9eb68003293_f31957b8-d8b1-4a37-8044-5c15c3440857,False,medium
bamboo-.-spain-.-manufacturer/ producer,51bc3d3dcff50930d590ef7ae6596904a2b68a5c,spain,manufacturer/ producer,bamboo,7b7193af-b391-5bd6-8489-b9eb68003293_f31957b8-d8b1-4a37-8044-5c15c3440857,False,medium
bamboo-.-austria-.-distributor,51bc3d3dcff50930d590ef7ae6596904a2b68a5c,austria,distributor,bamboo,42241002-669b-59da-b1fb-869739dc3523_f31957b8-d8b1-4a37-8044-5c15c3440857,False,medium
bamboo-.-france-.-distributor,51bc3d3dcff50930d590ef7ae6596904a2b68a5c,france,distributor,bamboo,42241002-669b-59da-b1fb-869739dc3523_f31957b8-d8b1-4a37-8044-5c15c3440857,False,medium
bamboo-.-france-.-wholesaler,51bc3d3dcff50930d590ef7ae6596904a2b68a5c,france,wholesaler,bamboo,42241002-669b-59da-b1fb-869739dc3523_f31957b8-d8b1-4a37-8044-5c15c3440857,False,medium
bamboo-.-germany-.-distributor,51bc3d3dcff50930d590ef7ae6596904a2b68a5c,germany,distributor,bamboo,42241002-669b-59da-b1fb-869739dc3523_f31957b8-d8b1-4a37-8044-5c15c3440857,False,medium
bamboo-.-germany-.-wholesaler,51bc3d3dcff50930d590ef7ae6596904a2b68a5c,germany,wholesaler,bamboo,42241002-669b-59da-b1fb-869739dc3523_f31957b8-d8b1-4a37-8044-5c15c3440857,False,medium
bamboo-.-netherlands-.-retailer,51bc3d3dcff50930d590ef7ae6596904a2b68a5c,netherlands,retailer,bamboo,42241002-669b-59da-b1fb-869739dc3523_f31957b8-d8b1-4a37-8044-5c15c3440857,False,medium
bamboo-.-spain-.-distributor,51bc3d3dcff50930d590ef7ae6596904a2b68a5c,spain,distributor,bamboo,42241002-669b-59da-b1fb-869739dc3523_f31957b8-d8b1-4a37-8044-5c15c3440857,False,medium
bamboo-.-spain-.-wholesaler,51bc3d3dcff50930d590ef7ae6596904a2b68a5c,spain,wholesaler,bamboo,42241002-669b-59da-b1fb-869739dc3523_f31957b8-d8b1-4a37-8044-5c15c3440857,False,medium
cork-.-austria-.-manufacturer/ producer,e92dae8be39ebbe35de333fe34ddd93487c94e5a,austria,manufacturer/ producer,cork,29d38404-1260-5813-a549-345b82cc169f_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,medium
cork-.-france-.-manufacturer/ producer,e92dae8be39ebbe35de333fe34ddd93487c94e5a,france,manufacturer/ producer,cork,29d38404-1260-5813-a549-345b82cc169f_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,medium
cork-.-germany-.-manufacturer/ producer,e92dae8be39ebbe35de333fe34ddd93487c94e5a,germany,manufacturer/ producer,cork,29d38404-1260-5813-a549-345b82cc169f_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,medium
cork-.-spain-.-manufacturer/ producer,e92dae8be39ebbe35de333fe34ddd93487c94e5a,spain,manufacturer/ producer,cork,29d38404-1260-5813-a549-345b82cc169f_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,medium
cork-.-austria-.-wholesaler,e92dae8be39ebbe35de333fe34ddd93487c94e5a,austria,wholesaler,cork,cd6dd8af-aea2-5520-879f-9cc2d5b0706e_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,medium
cork-.-france-.-wholesaler,e92dae8be39ebbe35de333fe34ddd93487c94e5a,france,wholesaler,cork,cd6dd8af-aea2-5520-879f-9cc2d5b0706e_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,medium
cork-.-germany-.-distributor,e92dae8be39ebbe35de333fe34ddd93487c94e5a,germany,distributor,cork,cd6dd8af-aea2-5520-879f-9cc2d5b0706e_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,medium
cork-.-germany-.-wholesaler,e92dae8be39ebbe35de333fe34ddd93487c94e5a,germany,wholesaler,cork,cd6dd8af-aea2-5520-879f-9cc2d5b0706e_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,medium
cork-.-netherlands-.-wholesaler,e92dae8be39ebbe35de333fe34ddd93487c94e5a,netherlands,wholesaler,cork,cd6dd8af-aea2-5520-879f-9cc2d5b0706e_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,medium
cork-.-spain-.-wholesaler,e92dae8be39ebbe35de333fe34ddd93487c94e5a,spain,wholesaler,cork,cd6dd8af-aea2-5520-879f-9cc2d5b0706e_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,medium
cork panel-.-austria-.-distributor,578619649287e25f6bb3804016655fd9795db07b,austria,distributor,cork panel,cd6dd8af-aea2-5520-879f-9cc2d5b0706e_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,high
cork panel-.-austria-.-wholesaler,578619649287e25f6bb3804016655fd9795db07b,austria,wholesaler,cork panel,cd6dd8af-aea2-5520-879f-9cc2d5b0706e_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,high
cork panel-.-france-.-wholesaler,578619649287e25f6bb3804016655fd9795db07b,france,wholesaler,cork panel,cd6dd8af-aea2-5520-879f-9cc2d5b0706e_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,high
cork panel-.-germany-.-distributor,578619649287e25f6bb3804016655fd9795db07b,germany,distributor,cork panel,cd6dd8af-aea2-5520-879f-9cc2d5b0706e_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,high
cork panel-.-germany-.-wholesaler,578619649287e25f6bb3804016655fd9795db07b,germany,wholesaler,cork panel,cd6dd8af-aea2-5520-879f-9cc2d5b0706e_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,high
cork panel-.-netherlands-.-retailer,578619649287e25f6bb3804016655fd9795db07b,netherlands,retailer,cork panel,cd6dd8af-aea2-5520-879f-9cc2d5b0706e_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,high
cork panel-.-spain-.-distributor,578619649287e25f6bb3804016655fd9795db07b,spain,distributor,cork panel,cd6dd8af-aea2-5520-879f-9cc2d5b0706e_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,high
cork panel-.-spain-.-wholesaler,578619649287e25f6bb3804016655fd9795db07b,spain,wholesaler,cork panel,cd6dd8af-aea2-5520-879f-9cc2d5b0706e_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,high
cork panel-.-france-.-manufacturer/ producer,578619649287e25f6bb3804016655fd9795db07b,france,manufacturer/ producer,cork panel,29d38404-1260-5813-a549-345b82cc169f_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,high
cork panel-.-germany-.-manufacturer/ producer,578619649287e25f6bb3804016655fd9795db07b,germany,manufacturer/ producer,cork panel,29d38404-1260-5813-a549-345b82cc169f_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,high
cork panel-.-spain-.-manufacturer/ producer,578619649287e25f6bb3804016655fd9795db07b,spain,manufacturer/ producer,cork panel,29d38404-1260-5813-a549-345b82cc169f_065d2e72-48d3-4791-9a60-ad15a99b9c57,False,high
windmills-.-austria-.-manufacturer/ producer,905e7cc1709712dbf515c4480e90dbd1f73ff2a2,austria,manufacturer/ producer,windmills,5fbea2ad-06fc-5ad5-a849-dc2626455989_fdda1ac2-2b57-49a4-a1df-d6849cdf7b38,False,medium
windmills-.-france-.-manufacturer/ producer,905e7cc1709712dbf515c4480e90dbd1f73ff2a2,france,manufacturer/ producer,windmills,5fbea2ad-06fc-5ad5-a849-dc2626455989_fdda1ac2-2b57-49a4-a1df-d6849cdf7b38,False,medium
windmills-.-germany-.-manufacturer/ producer,905e7cc1709712dbf515c4480e90dbd1f73ff2a2,germany,manufacturer/ producer,windmills,5fbea2ad-06fc-5ad5-a849-dc2626455989_fdda1ac2-2b57-49a4-a1df-d6849cdf7b38,False,medium
windmills-.-spain-.-manufacturer/ producer,905e7cc1709712dbf515c4480e90dbd1f73ff2a2,spain,manufacturer/ producer,windmills,5fbea2ad-06fc-5ad5-a849-dc2626455989_fdda1ac2-2b57-49a4-a1df-d6849cdf7b38,False,medium
windmills-.-germany-.-wholesaler,905e7cc1709712dbf515c4480e90dbd1f73ff2a2,germany,wholesaler,windmills,c010c776-98c2-5844-a6e8-b0976b6c65f6_fdda1ac2-2b57-49a4-a1df-d6849cdf7b38,False,medium
windmills-.-austria-.-distributor,905e7cc1709712dbf515c4480e90dbd1f73ff2a2,austria,distributor,windmills,c010c776-98c2-5844-a6e8-b0976b6c65f6_fdda1ac2-2b57-49a4-a1df-d6849cdf7b38,False,medium
batteries-.-austria-.-manufacturer/ producer,0e9c6822ced2d5f65c6e218bd878711d6a996072,austria,manufacturer/ producer,batteries,164bf660-78c6-53bd-ab06-29ab864cf112_3103a12f-4541-4c57-88e1-79d331927a66,False,medium
batteries-.-france-.-manufacturer/ producer,0e9c6822ced2d5f65c6e218bd878711d6a996072,france,manufacturer/ producer,batteries,164bf660-78c6-53bd-ab06-29ab864cf112_3103a12f-4541-4c57-88e1-79d331927a66,False,medium
batteries-.-germany-.-manufacturer/ producer,0e9c6822ced2d5f65c6e218bd878711d6a996072,germany,manufacturer/ producer,batteries,164bf660-78c6-53bd-ab06-29ab864cf112_3103a12f-4541-4c57-88e1-79d331927a66,False,medium
batteries-.-germany-.-distributor,0e9c6822ced2d5f65c6e218bd878711d6a996072,germany,distributor,batteries,48d25d52-f7eb-5cae-b03e-b881c7531cba_3103a12f-4541-4c57-88e1-79d331927a66,False,medium
batteries-.-germany-.-wholesaler,0e9c6822ced2d5f65c6e218bd878711d6a996072,germany,wholesaler,batteries,48d25d52-f7eb-5cae-b03e-b881c7531cba_3103a12f-4541-4c57-88e1-79d331927a66,False,medium
batteries-.-germany-.-retailer,0e9c6822ced2d5f65c6e218bd878711d6a996072,germany,retailer,batteries,48d25d52-f7eb-5cae-b03e-b881c7531cba_3103a12f-4541-4c57-88e1-79d331927a66,False,medium
batteries-.-austria-.-wholesaler,0e9c6822ced2d5f65c6e218bd878711d6a996072,austria,wholesaler,batteries,48d25d52-f7eb-5cae-b03e-b881c7531cba_3103a12f-4541-4c57-88e1-79d331927a66,False,medium
batteries-.-austria-.-distributor,0e9c6822ced2d5f65c6e218bd878711d6a996072,austria,distributor,batteries,48d25d52-f7eb-5cae-b03e-b881c7531cba_3103a12f-4541-4c57-88e1-79d331927a66,False,medium
batteries-.-spain-.-distributor,0e9c6822ced2d5f65c6e218bd878711d6a996072,spain,distributor,batteries,48d25d52-f7eb-5cae-b03e-b881c7531cba_3103a12f-4541-4c57-88e1-79d331927a66,False,medium
batteries-.-spain-.-wholesaler,0e9c6822ced2d5f65c6e218bd878711d6a996072,spain,wholesaler,batteries,48d25d52-f7eb-5cae-b03e-b881c7531cba_3103a12f-4541-4c57-88e1-79d331927a66,False,medium
batteries-.-netherlands-.-wholesaler,0e9c6822ced2d5f65c6e218bd878711d6a996072,netherlands,wholesaler,batteries,48d25d52-f7eb-5cae-b03e-b881c7531cba_3103a12f-4541-4c57-88e1-79d331927a66,False,medium
batteries-.-netherlands-.-retailer,0e9c6822ced2d5f65c6e218bd878711d6a996072,netherlands,retailer,batteries,48d25d52-f7eb-5cae-b03e-b881c7531cba_3103a12f-4541-4c57-88e1-79d331927a66,False,medium
batteries-.-france-.-distributor,0e9c6822ced2d5f65c6e218bd878711d6a996072,france,distributor,batteries,48d25d52-f7eb-5cae-b03e-b881c7531cba_3103a12f-4541-4c57-88e1-79d331927a66,False,medium
battery packaging-.-austria-.-manufacturer/ producer,f29732a479f27a982dde086db7caadc72aafe9b2,austria,manufacturer/ producer,battery packaging,6fef88d4-adef-5180-a899-e6212e8354ee_779a79ee-7466-4a8b-8440-db906edf68e7,False,medium
battery packaging-.-germany-.-manufacturer/ producer,f29732a479f27a982dde086db7caadc72aafe9b2,germany,manufacturer/ producer,battery packaging,6fef88d4-adef-5180-a899-e6212e8354ee_779a79ee-7466-4a8b-8440-db906edf68e7,False,medium
